"nummer";"stg";"aaspf_echt";"abschluss";"fachrich";"fachriche";"stgart";"name";"teilzeit";"rsem_vz";"rsem_tz";"rsem_dual";"wie";"pvers_vz";"pvers_tz";"pvers_dual";"ects_vz";"ects_tz";"ects_dual";"titelkz_m_vz";"titelkz_m_tz";"titelkz_m_dual";"titelkz_w_vz";"titelkz_w_tz";"titelkz_w_dual";"praxis_vz";"praxis_tz";"praxis_dual";"statdat";"zuordnung";"berufsbegleitend";"sem";"erst_sem";"hoeheres_sem";"start_1";"end_1";"start_h";"end_h";"vorpraxis";"akkreditiert_von";"akkreditiert_bis";"akkreditiert_agentur";"anz_sp_vz";"anz_sp_tz";"anz_sp_dual";"studienrichtung_vz";"studienrichtung_tz";"studienrichtung_dual";"schwerpunkt_vz";"schwerpunkt_tz";"schwerpunkt_dual";"po_url_vz";"po_url_tz";"po_url_dual"
"03";"RS";"M";"Master";"Applied Research in Engineering Sciences";"Applied Research in Engineering Sciences";"790";"Konsekutives Masterstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"1";"3";"0";"0";"Vollzeit";"120M";"-";"-";"90";"0";"0";"";"";"";"";"";"";"---~0~|---~0~|---~0~";"";"";"IW";"T";"N";"220";"Wahr";"Falsch";"15.11.2020";"15.01.2021";"";"";"";"";"";"";"0";"0";"0";"Biotechnologie/Bioingenieurwesen;Computational Engineering;Elektrotechnik;Energiemanagement und Energietechnik;Fahrzeugmechatronik;Fahrzeugtechnik;Gebäudetechnik;Geomatik;Informatik;Luft- und Raumfahrttechnik;Maschinenbau;Mechatronik/Feinwerktechnik;Mikro- und Nanotechnik;Paper Technology;Photonik;Printmedien, Technologien und Management;Stochastic Engineering in Business and Finance;Systems Engineering;Verpackungstechnik;Wirtschaftsinformatik;Wirtschaftsingenieurwesen";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/03_RSM_120_SPO.pdf";"";""
"03";"RS";"Z";"";"Applied Research in Engineering Sciences (Modulstudium)";"Applied Research in Engineering Sciences (Modulstudium)";"494";"Ergänzungs-, Erweiterungs- und Zusatzstudium Abschlusszeugnis/Zertifikat";"2";"1";"0";"0";"Vollzeit";"";"-";"-";"";"0";"0";"";"";"";"";"";"";"";"";"";"IW";"T";"N";"220";"";"";"";"";"";"";"Falsch";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";""
"11";"SB";"B";"Bachelor";"Soziale Arbeit BASA-Online";"Social Work - basa-online";"184";"Erststudium Bachelor an Fachhochschulen";"1";"8";"0";"0";"Vollzeit";"220B";"-";"-";"210";"0";"0";"B.A.";"";"";"B.A.";"";"";"---~0~|---~0~|---~0~";"";"";"SW";"S";"N";"220";"Falsch";"Wahr";"";"";"15.11.2020";"15.01.2021";"";"";"";"";"1";"0";"0";"";"";"";"Bildungsarbeit mit Erwachsenen und älteren Menschen;Bildungsarbeit mit Kindern und Jugendlichen;Intergenerative Soziale Arbeit;Öffentliche Sozialverwaltung;Soziale Arbeit im Bereich Delinquenz;Soziale Arbeit mit alten Menschen;Soziale Arbeit mit Erwachsenen / Rehabilitation;Soziale Arbeit mit Kindern und Jugendlichen;Soziale Arbeit und Diversity";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SBB_220_SPO.pdf";"";""
"99";"SC";"Z";"";"Summer School";"Summer School";"997";"Keine Abschlussprüfung möglich bzw. angestrebt";"1";"0";"0";"0";"?";"-";"-";"-";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"B";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"";""
"11";"SD";"M";"Master";"Diagnostik, Beratung und Intervention";"Diagnosis, Counselling and Intervention";"690";"Weiterbildungsstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"2";"0";"6";"0";"Teilzeit";"-";"220M";"-";"0";"90";"0";"";"M.A.";"";"";"M.A.";"";"";"---~0~|---~0~|---~0~";"";"SW";"S";"B";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SDM_220_SPO.pdf";""
"11";"SE";"Z";"";"Soziale Arbeit in der Einwanderungsgesellschaft";"";"694";"Weiterbildungsstudium Abschlusszeugnis/Zertifikat";"2";"0";"2";"0";"Teilzeit";"-";"";"-";"0";"";"0";"";"";"";"";"";"";"";"";"";"SW";"";"B";"220";"Wahr";"Falsch";"";"";"";"";"";"";"";"";"0";"";"0";"";"";"";"";"";"";"";"";""
"11";"SF";"M";"Master";"Angewandte Forschung in der Sozialen Arbeit";"Applied Research in Social Work";"790";"Konsekutives Masterstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"3";"3";"6";"0";"Vollzeit / Teilzeit";"215M";"116M";"-";"90";"90";"0";"M.A.";"M.A.";"";"M.A.";"M.A.";"";"---~0~|---~0~|---~0~";"---~0~|---~0~|---~0~";"";"SW";"S";"N";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SFM_215_SPO.pdf";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SFM_116_SPO.pdf";""
"11";"SI";"B";"Bachelor";"Management Sozialer Innovationen";"Management of Social Innovations";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"0";"Vollzeit";"220B";"-";"-";"210";"0";"0";"";"";"";"";"";"";"---~0~|---~0~|Praxissemester~5~";"";"";"SW";"S";"N";"220";"Falsch";"Wahr";"";"";"15.11.2020";"15.01.2021";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SIB_220_SPO.pdf";"";""
"11";"SK";"B";"Bachelor";"Bildung und Erziehung im Kindesalter-BEKI";"Childhood education (age 0 - 12)";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"0";"Vollzeit";"219B";"-";"-";"210";"0";"0";"B.A.";"";"";"B.A.";"";"";"---~0~|Praxisphase 1~0~|---~0~";"";"";"SW";"S";"N";"220";"Falsch";"Wahr";"";"";"15.11.2020";"15.01.2021";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SKB_119_SPO.pdf";"";""
"04";"SM";"M";"Master";"Systems Engineering";"Systems Engineering";"790";"Konsekutives Masterstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"3";"3";"6";"0";"Vollzeit / Teilzeit";"216M";"216M";"-";"90";"90";"0";"M.Sc.";"M.Sc.";"";"M.Sc.";"M.Sc.";"";"---~0~|---~0~|---~0~";"---~0~|---~0~|---~0~";"";"IW";"T";"N";"220";"Wahr";"Falsch";"15.11.2020";"15.01.2021";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/04_SMM_216_SPO.pdf";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/04_SMM_216_SPO.pdf";""
"11";"SO";"M";"Master";"Sozialmanagement";"Social Work and Social Economy";"690";"Weiterbildungsstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"2";"0";"5";"0";"Teilzeit";"-";"215M";"-";"0";"120";"0";"";"M.S.M.";"";"";"M.S.M.";"";"";"---~0~|---~0~|---~0~";"";"SW";"S";"B";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SOM_219_SPO.pdf";""
"11";"SR";"B";"Bachelor";"Soziale Arbeit (Teilzeitstudium)";"Social Work (Part-Time)";"184";"Erststudium Bachelor an Fachhochschulen";"2";"0";"14";"0";"Teilzeit";"-";"218B";"-";"0";"210";"0";"";"B.A.";"";"";"B.A.";"";"";"---~0~|---~0~|2.Praxissemester~9~";"";"SW";"S";"N";"220";"Falsch";"Wahr";"";"";"15.11.2020";"15.01.2021";"";"";"";"";"0";"1";"0";"";"";"";"";"Bildung, Kultur, Medien in der Sozialen Arbeit;Cultural Studies in der Sozialen Arbeit;Soziale Arbeit in Kindheit, Jugend und Familie;Soziale Arbeit und Gesundheit;Sozialmanagement";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SRB_218_SPO.pdf";""
"11";"SW";"B";"Bachelor";"Soziale Arbeit";"Social Work";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"0";"Vollzeit";"218B";"-";"-";"210";"0";"0";"B.A.";"";"";"B.A.";"";"";"---~0~|---~0~|Praxissemester~5~";"";"";"SW";"S";"N";"220";"Falsch";"Wahr";"";"";"15.11.2020";"15.01.2021";"";"";"";"";"1";"0";"0";"";"";"";"Bildung, Kultur, Medien in der Sozialen Arbeit;Cultural Studies in der Sozialen Arbeit;Soziale Arbeit in Kindheit, Jugend und Familie;Soziale Arbeit und Gesundheit;Sozialmanagement";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SWB_218_SPO.pdf";"";""
"11";"SY";"M";"Master";"Mental Health (Psychische Gesundheit)";"Mental Health";"690";"Weiterbildungsstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"2";"0";"5";"0";"Teilzeit";"-";"211M";"-";"0";"90";"0";"";"MMH";"";"";"MMH";"";"";"---~0~|---~0~|---~0~";"";"SW";"S";"B";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/11_SYM_211_SPO.pdf";""
"03";"TB";"M";"Master";"Computational Engineering";"Computational Engineering";"790";"Konsekutives Masterstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"3";"3";"6";"0";"Vollzeit / Teilzeit";"121M";"";"-";"90";"";"0";"M.Sc.";"";"";"M.Sc.";"";"";"---~0~|---~0~|---~0~";"";"";"IW";"T";"N";"220";"Wahr";"Falsch";"15.11.2020";"15.01.2021";"";"";"";"";"";"";"0";"";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/03_TBM_220_SPO.pdf";"";""
"14";"TH";"M";"Master";"Hospitality Management";"Hospitality Management";"790";"Konsekutives Masterstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"1";"3";"0";"0";"Vollzeit";"212M";"-";"-";"90";"0";"0";"M.A.";"";"";"M.A.";"";"";"---~0~|---~0~|---~0~";"";"";"WW";"W";"N";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/14_THM_116_SPO.pdf";"";""
"05";"TK";"Z";"";"Technische/r Redakteur/in";"";"494";"Ergänzungs-, Erweiterungs- und Zusatzstudium Abschlusszeugnis/Zertifikat";"2";"0";"1";"0";"Teilzeit";"-";"";"-";"0";"";"0";"";"";"";"";"";"";"";"";"";"IW";"";"B";"220";"Wahr";"Falsch";"";"";"";"";"";"";"";"";"0";"";"0";"";"";"";"";"";"";"";"";""
"05";"TN";"B";"Bachelor";"Technische Redaktion und Kommunikation";"Technical Writing/Technical Communication";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"7";"Vollzeit / Dual";"218B";"-";"218B";"210";"0";"210";"B.Eng.";"";"B.Eng.";"B.Eng.";"";"B.Eng.";"Vorpraxis~0~6|---~0~|Praxissemester~5~18";"";"Vorpraxis~0~6|---~0~|Praxissemester~5~18";"IW";"T";"N";"220";"Wahr";"Wahr";"01.12.2020";"15.01.2021";"15.11.2020";"15.01.2021";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/05_TNB_218_SPO.pdf";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/05_TNB_218_SPO.pdf"
"14";"TR";"B";"Bachelor";"Tourismus-Management";"Tourism Management";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"7";"Vollzeit / Dual";"218B";"-";"218B";"210";"0";"210";"B.A.";"";"B.A.";"B.A.";"";"B.A.";"---~0~|---~0~|Praxissemester~4~";"";"---~0~|---~0~|Praxissemester~4~";"IW";"W";"N";"220";"Wahr";"Wahr";"01.12.2020";"15.01.2021";"15.11.2020";"15.01.2021";"";"";"";"";"5";"0";"5";"";"";"";"Destination Management;Digital Marketing und Management;Hospitality Management;Mobility Management;Travel and Tourism Management";"";"Destination Management;Digital Marketing und Management;Hospitality Management;Mobility Management;Travel and Tourism Management";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/14_TRB_218_SPO.pdf";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/14_TRB_218_SPO.pdf"
"14";"TR";"M";"Master";"Tourismus-Management";"Tourism Management";"790";"Konsekutives Masterstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"1";"3";"0";"0";"Vollzeit";"113M";"-";"-";"90";"0";"0";"M.A.";"";"";"M.A.";"";"";"---~0~|---~0~|---~0~";"";"";"WW";"W";"N";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/14_TRM_216_SPO.pdf";"";""
"10";"UB";"B";"Bachelor";"Betriebswirtschaftslehre und Unternehmensführung";"Business Management";"184";"Erststudium Bachelor an Fachhochschulen";"2";"0";"11";"0";"Teilzeit";"-";"220B";"-";"0";"210";"0";"";"";"";"";"";"";"";"---~0~|---~0~|---~0~";"";"WW";"W";"B";"220";"Wahr";"Wahr";"15.11.2020";"15.01.2021";"15.11.2020";"15.01.2021";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"";""
"10";"UF";"B";"Bachelor";"Unternehmensführung";"Business Management";"184";"Erststudium Bachelor an Fachhochschulen";"3";"7";"11";"11";"Vollzeit / Teilzeit / Dual";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"WW";"W";"N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05";"VF";"B";"Bachelor";"Papier- und Verpackungstechnik";"Paper and Packaging Technology";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"7";"Vollzeit / Dual";"";"-";"";"";"0";"";"";"";"";"";"";"";"";"";"";"IW";"T";"N";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";""
"05";"VF";"M";"Master";"Verpackungstechnik";"Packaging Technology";"790";"Konsekutives Masterstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"1";"3";"0";"3";"Vollzeit / Dual";"118M";"-";"118M";"90";"0";"90";"M.Eng.";"";"M.Eng.";"M.Eng.";"";"M.Eng.";"---~0~|---~0~|---~0~";"";"---~0~|---~0~|---~0~";"IW";"T";"N";"220";"Wahr";"Falsch";"15.11.2020";"15.01.2021";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/05_VFM_118_SPO.pdf";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/05_VFM_118_SPO.pdf"
"05";"VS";"B";"Bachelor";"Energie- und Gebäudetechnik";"Building Services Engineering";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"7";"Vollzeit / Dual";"210B";"-";"210B";"210";"0";"210";"B.Eng.";"";"B.Eng.";"B.Eng.";"";"B.Eng.";"---~0~|---~0~|Praxissemester~5~24";"";"---~0~|---~0~|Praxissemester~5~24";"IW";"T";"N";"220";"Falsch";"Wahr";"";"";"15.11.2020";"15.01.2021";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/05_VSB_210_SPO.pdf";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/05_VSB_210_SPO.pdf"
"05";"VV";"B";"Bachelor";"Verpackungstechnik und Verfahrenstechnik Papier";"Packaging Technology and Paper Process Engingeering";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"7";"Vollzeit / Dual";"219B";"-";"219B";"210";"0";"210";"";"";"";"";"";"";"---~0~|---~0~|Praxissemester~5~18";"";"---~0~|---~0~|Praxissemester~5~18";"IW";"T";"N";"220";"Falsch";"Wahr";"";"";"15.11.2020";"15.01.2021";"";"";"";"";"0";"0";"0";"Verfahrenstechnik Papier und Biofasern;Verpackungstechnologie und Nachhaltigkeit";"";"Verfahrenstechnik Papier und Biofasern;Verpackungstechnologie und Nachhaltigkeit";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/05_VVB_219_SPO.pdf";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/05_VVB_219_SPO.pdf"
"09";"WI";"B";"Bachelor";"Wirtschaftsingenieurwesen";"Engineering and Management";"184";"Erststudium Bachelor an Fachhochschulen";"1";"7";"0";"7";"Vollzeit / Dual";"120B";"-";"120B";"210";"0";"210";"B.Eng.";"";"B.Eng.";"B.Eng.";"";"B.Eng.";"---~0~|Vorpraxis~0~10|Praxissemester~6~20";"";"---~0~|Vorpraxis~0~10|Praxissemester~6~20";"WW";"T";"N";"220";"Wahr";"Wahr";"01.12.2020";"15.01.2021";"15.11.2020";"15.01.2021";"";"";"";"";"0";"0";"0";"Bio- und Umwelttechnologie;Industrielle Technik;Informationstechnik";"";"Bio- und Umwelttechnologie;Industrielle Technik;Informationstechnik";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/09_WIB_120_SPO.pdf";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/09_WIB_120_SPO.pdf"
"09";"WI";"M";"Master";"Wirtschaftsingenieurwesen (konsekutiv)";"Engineering and Management";"790";"Konsekutives Masterstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"1";"3";"0";"3";"Vollzeit / Dual";"120M";"-";"120M";"90";"0";"90";"";"";"";"";"";"";"---~0~|---~0~|---~0~";"";"---~0~|---~0~|---~0~";"WW";"T";"N";"220";"Wahr";"Falsch";"15.11.2020";"15.01.2021";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/09_WIM_120_SPO.pdf";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/09_WIM_120_SPO.pdf"
"09";"WW";"M";"Master";"Wirtschaftsingenieurwesen (Weiterbildung)";"Business Administration and Engineering";"690";"Weiterbildungsstudium Master an Fachhochschulen (Abschlussprüfung vorausgesetzt)";"2";"0";"5";"0";"Teilzeit";"-";"120M";"-";"0";"90";"0";"";"";"";"";"";"";"";"---~0~|---~0~|---~0~";"";"WW";"T";"B";"220";"Wahr";"Falsch";"15.11.2020";"15.01.2021";"";"";"";"";"";"";"0";"1";"0";"";"";"";"";"Zugangstyp Bauingenieurwesen;Zugangstyp Ingenieur- oder Naturwissenschaften;Zugangstyp Wirtschaftsingenieurwesen";"";"";"https://w3-mediapool.hm.edu/media/dachmarke/dm_transfer/download_13/spo_6/spo_versionen/09_WWM_120_SPO.pdf";""
"99";"ZA";"B";"Bachelor";"Sonderstudium";"";"494";"Ergänzungs-, Erweiterungs- und Zusatzstudium Abschlusszeugnis/Zertifikat";"1";"7";"0";"0";"Vollzeit";"";"-";"-";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";""
"13";"ZD";"B";"Bachelor";"Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften)";"";"284";"Zweitstudium Bachelor an Fachhochschulen";"1";"7";"0";"0";"Vollzeit";"";"-";"-";"";"0";"0";"";"";"";"";"";"";"";"";"";"IW";"";"N";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""